KEY,en,ru
ABILITY_SHORTSHOT_NAME,Short Shot,Короткий выстрел
ABILITY_SHORTSHOT_DESC,Shoot a unit in your line of sight.,Выстрелите в видимого юнита.
ABILITY_SHORTLOBBEDSHOT_NAME,Short Lobbed Shot,Короткий навес
ABILITY_SHORTLOBBEDSHOT_DESC,Lob a shot over units and obstacles.,Выстрел по дуге через препятствия.
ABILITY_NAILTHROW_NAME,Nail Throw,Бросок гвоздя
ABILITY_NAILTHROW_DESC,Attack a unit in a straight line.,Атака по прямой.
ABILITY_MELEEHEAL_NAME,Melee Attack / Heal,Мили-атака / Лечение
ABILITY_MELEEHEAL_DESC,Heals allies but damages enemies.,"Лечит союзников, но калечит врагов."
ABILITY_RANGEDHEAL_NAME,Ranged Attack / Heal,Дальняя атака / Лечение
ABILITY_RANGEDHEAL_DESC,Heals allies but damages enemies.,"Лечит союзников, но калечит врагов."
ABILITY_PUSHATTACK_NAME,Push Attack,Толчок-атака
ABILITY_PUSHATTACK_DESC,"Dash forward one space, then melee attack with Knockback.","Рывок вперед, затем атака с Отбрасыванием."
ABILITY_MONKMELEE_NAME,Melee Attack,Мили-атака
ABILITY_MONKMELEE_DESC,Attack an adjacent unit.,Атакуйте соседа.
ABILITY_MONKLOBBED_NAME,Lobbed Shot,Навесной выстрел
ABILITY_MONKLOBBED_DESC,Lob a shot over units and obstacles.,Выстрел по дуге через препятствия.
ABILITY_BUTCHERMELEE_NAME,Cleave,Рассечение
ABILITY_BUTCHERMELEE_DESC,Attack a unit adjacent or diagonally with Cleave.,Атака соседа (и по диагонали) с Рассечением.
ABILITY_BUTCHERWIDE_NAME,Wide Cleave,Широкое рассечение
ABILITY_BUTCHERWIDE_DESC,Attack a wide area with Cleave.,Атака по широкой области с Рассечением.
ABILITY_BUTCHERSPIN_NAME,Spin Cleave,Вихрь-рассечение
ABILITY_BUTCHERSPIN_DESC,Attack everything around you with Cleave.,Атака вокруг себя с Рассечением.
ABILITY_DRUIDSING_NAME,Sing,Пение
ABILITY_DRUIDSING_DESC,Heal and give +1 Temporary Damage to units in a wide area.,Лечение и +1 Временный Урон юнитам в широкой области.
ABILITY_DRUIDVERSATILE_NAME,Sing,Пение
ABILITY_DRUIDVERSATILE_DESC,Heal and give +1 Temporary Damage to units in a wide area.,Лечение и +1 Временный Урон юнитам в широкой области.
ABILITY_CRAFTWEAPON_NAME,Craft Weapon,Крафт оружия
ABILITY_CRAFTWEAPON_DESC,Craft and equip a random temporary weapon.,Создайте и возьмите случайное временное оружие.
ABILITY_THROWWEAPON_NAME,Throw Weapon,Бросок оружия
ABILITY_THROWWEAPON_DESC,"Throw your weapon at a unit.
[s:.7]This breaks the weapon.[/s]","Бросьте оружие в юнита.
[s:.7]Это сломает оружие.[/s]"
ABILITY_PSYCHICPULL_NAME,Psychic Pull,Пси-тяга
ABILITY_PSYCHICPULL_DESC,Pull a unit toward you from anywhere dealing low damage.,Притяните юнита откуда угодно (малый урон).
ABILITY_LEECHSHOT_NAME,Leech Shot,Вампирский выстрел
ABILITY_LEECHSHOT_DESC,A lobbed attack that inflicts Leech 1.,Навесная атака: Похищение Маны 1.
ABILITY_DRAINATTACK_NAME,Drain Attack,Иссушающая атака
ABILITY_DRAINATTACK_DESC,A melee attack with Lifesteal.,Мили-атака с Вампиризмом.
ABILITY_HOOK_NAME,Hook,Крюк
ABILITY_HOOK_DESC,Pull an enemy to you.,Притяните врага к себе.
ABILITY_BASICMAGICMISSILE_NAME,Magic Missile,Волшебная стрела
ABILITY_BASICMAGICMISSILE_DESC,"Shoot an infinite-range projectile that can't miss.
[s:.7](This attack's damage scales with your [img:int])[/s]","Снаряд на всю карту, который не мажет.
[s:.7](Урон зависит от вашего [img:int])[/s]"
ABILITY_SUPLEX_NAME,Suplex,Суплекс
ABILITY_SUPLEX_DESC,Grab a unit in front of you and slam it into the tile behind you.,Схватите юнита спереди и впечатайте в клетку сзади.
ABILITY_SUPLEX2_DESC,"Grab a unit in front of you and slam it into the tile behind you, inflicting Bruise 3 and Immobile.","Схватите юнита спереди и впечатайте сзади (Ушиб 3, Обездвиживание)."
ABILITY_MOVE_NAME,Move,Движение
ABILITY_MOVE_DESC,{he} go,{he} идет
ABILITY_MOVE_DESC_M,,
ABILITY_MOVE_DESC_F,,
ABILITY_MOVE_DESC_N,,
ABILITY_JUMP_NAME,Jump,Прыжок
ABILITY_JUMP_DESC,{he} jump,{he} прыгает
ABILITY_JUMP_DESC_M,,
ABILITY_JUMP_DESC_F,,
ABILITY_JUMP_DESC_N,,
ABILITY_TELEPORT_NAME,Teleport,Телепорт
ABILITY_TELEPORT_DESC,{he} teleport,{he} телепортируется
ABILITY_TELEPORT_DESC_M,,
ABILITY_TELEPORT_DESC_F,,
ABILITY_TELEPORT_DESC_N,,
ABILITY_DIG_NAME,Dig,Копать
ABILITY_DIG_DESC,{he} dig,{he} копает
ABILITY_DIG_DESC_M,,
ABILITY_DIG_DESC_F,,
ABILITY_DIG_DESC_N,,
ABILITY_SHADOWSTEP_NAME,Shadowstep,Шаг сквозь тень
ABILITY_SHADOWSTEP_DESC,{he} teleport,{he} телепортируется
ABILITY_SHADOWSTEP_DESC_M,,
ABILITY_SHADOWSTEP_DESC_F,,
ABILITY_SHADOWSTEP_DESC_N,,
ABILITY_SWAP_NAME,Swap,Обмен
ABILITY_SWAP_DESC,{he} swap,{he} меняется
ABILITY_SWAP_DESC_M,,
ABILITY_SWAP_DESC_F,,
ABILITY_SWAP_DESC_N,,
ABILITY_SWIMMERMOVE_NAME,Move,Движение
ABILITY_SWIMMERMOVE_DESC,{he} go,{he} идет
ABILITY_SWIMMERMOVE_DESC_M,,
ABILITY_SWIMMERMOVE_DESC_F,,
ABILITY_SWIMMERMOVE_DESC_N,,
ABILITY_TRAMPLEMOVE_NAME,Move,Движение
ABILITY_TRAMPLEMOVE_DESC,{he} go,{he} идет
ABILITY_TRAMPLEMOVE_DESC_M,,
ABILITY_TRAMPLEMOVE_DESC_F,,
ABILITY_TRAMPLEMOVE_DESC_N,,
ABILITY_MOVEONETILE_NAME,Move,Движение
ABILITY_MOVEONETILE_DESC,{he} go,{he} идет
ABILITY_MOVEONETILE_DESC_M,,
ABILITY_MOVEONETILE_DESC_F,,
ABILITY_MOVEONETILE_DESC_N,,
ABILITY_MAXTELEPORT_NAME,Teleport,Телепорт
ABILITY_MAXTELEPORT_DESC,{he} teleport,{he} телепортируется
ABILITY_MAXTELEPORT_DESC_M,,
ABILITY_MAXTELEPORT_DESC_F,,
ABILITY_MAXTELEPORT_DESC_N,,
ABILITY_FLOAT_NAME,Move,Движение
ABILITY_FLOAT_DESC,{he} go,{he} идет
ABILITY_FLOAT_DESC_M,,
ABILITY_FLOAT_DESC_F,,
ABILITY_FLOAT_DESC_N,,
ABILITY_BASICMAGICSHORTRANGED_NAME,Magic Dart,Магический дротик
ABILITY_BASICMAGICSHORTRANGED_DESC,Shoot a charged projectile within your line of sight. This attack counts as both magical and physical.,"Заряженный выстрел в пределах видимости. Урон считается и магическим, и физическим."
ABILITY_BASICTWOHITMELEE_NAME,Two-Hit Melee Attack,Двойная мили-атака
ABILITY_BASICTWOHITMELEE_DESC,Hits twice,Бьет дважды
ABILITY_GERDSHOT_NAME,Gerd Shot,Выстрел Герда
ABILITY_GERDSHOT_DESC,Lob a puke projectile that does splash damage to neighboring units. Damages you for 2 on use.,Навесной снаряд-блевотина (урон по площади). Наносит вам 2 урона при использовании.
ABILITY_BASICSPIN_NAME,Spin Attack,Вихрь-атака
ABILITY_BASICSPIN_DESC,Attack all adjacent units.,Атакуйте всех соседей.
//tinkerer,,
ABILITY_RESEARCH_NAME,Research,Исследование
ABILITY_RESEARCH_DESC,Gain +1 Tech.,Получите +1 Технологии.
ABILITY_RESEARCH2_DESC,"Gain +1 Tech.
Bonus Passive: Crafting subtracts 1 Tech instead of all of it.","Получите +1 Технологии.
Пассивно: Крафт тратит 1 Технологию вместо всех."
ABILITY_DISCHARGE_NAME,Discharge,Разряд
ABILITY_DISCHARGE_DESC,"Spend all of your mana, then deal that much electric damage to an adjacent unit.","Потратьте всю ману, нанесите столько же электр. урона соседу."
ABILITY_DISCHARGE2_DESC,"Spend all of your mana, then deal that much electric damage to an adjacent unit with a 10% Stun chance for each point of mana spent.","Потратьте всю ману, нанесите столько же электр. урона соседу. 10% шанс Оглушения за очко маны."
ABILITY_REPAIR_NAME,Repair,Починка
ABILITY_REPAIR_DESC,Repair 1 use to all of your or an adjacent unit's equipment.,Восстановите 1 прочность всему своему оборудованию (или соседа).
ABILITY_REPAIR2_DESC,Repair all uses to all of your or an adjacent unit's equipment.,Восстановите ВСЮ прочность всему своему оборудованию (или соседа).
ABILITY_SHODDYJETPACK_NAME,Shoddy Jetpack,Хлипкий джетпак
ABILITY_SHODDYJETPACK_DESC,"Fly to a random tile in a large area. If you land on a unit, explode dealing 5 damage in an area (including to yourself).","Летите на случайную клетку. Если влетите в юнита — взрыв (5 урона в области, вам тоже)."
ABILITY_SHODDYJETPACK2_DESC,"Fly to any tile. If you land on a unit, explode dealing 5 damage in an area (including to yourself).","Летите на любую клетку. Если влетите в юнита — взрыв (5 урона в области, вам тоже)."
ABILITY_SPAWNDECOY_NAME,Spawn Decoy,Приманка
ABILITY_SPAWNDECOY_DESC,Spawn a decoy that explodes when it dies.,"Создайте приманку, взрывающуюся при смерти."
ABILITY_SPAWNDECOY2_DESC,"Spawn a decoy that explodes when it dies. When an enemy targets you, swap places with the decoy.","Создайте приманку. Когда враг целится в вас, вы меняетесь местами с приманкой."
ABILITY_SWITCHEROO_NAME,Switcheroo,Подмена
ABILITY_SWITCHEROO_DESC,"Your next attack breaks your weapon, then craft a new one.","Ваша след. атака сломает оружие, затем скрафтит новое."
ABILITY_SWITCHEROO2_DESC,"Your next attack breaks your weapon, then gain +1 Tech and craft a weapon.",Ваша след. атака сломает оружие. +1 Технология и крафт нового.
ABILITY_SPRINGSHOES_NAME,Spring Shoes,Пружинные ботинки
ABILITY_SPRINGSHOES_DESC,Jump up to 2 tiles away.,Прыжок до 2 клеток.
ABILITY_SPRINGSHOES2_DESC,Jump up to 5 tiles away.,Прыжок до 5 клеток.
ABILITY_FLAMETHROWER_NAME,Flamethrower,Огнемет
ABILITY_FLAMETHROWER_DESC,Shoot a flame that inflicts Burn.,Выстрел огнем (Горение).
ABILITY_AUTOPILOT_NAME,Autopilot,Автопилот
ABILITY_AUTOPILOT_DESC,Take an extra turn after this one. You are AI controlled on that turn.,Вы делаете доп. ход. В этот ход вами управляет ИИ.
ABILITY_AUTOPILOT2_DESC,"You or another unit takes an extra turn after this one. That unit is AI controlled on that turn.
[s:.7](This spell costs less.)[/s]","Вы или другой юнит делаете доп. ход под управлением ИИ.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_RECYCLE_NAME,Recycle,Переработка
ABILITY_RECYCLE_DESC,Destroy your weapon to gain +1 Tech and refresh your basic action.,Уничтожьте оружие: +1 Технология и обновление базового действия.
ABILITY_RECYCLE2_DESC,Destroy your weapon to gain +1 Tech and refresh your basic action. This spell costs 1 mana if you haven't used your weapon this turn.,"Уничтожьте оружие: +1 Технология и обновление базового действия. Стоит 1 ману, если вы не юзали оружие."
ABILITY_BUILDTURRET_NAME,Build Turret,Турель
ABILITY_BUILDTURRET_DESC,Summon a turret.,Постройте турель.
ABILITY_BUILDTURRET2_DESC,Summon a rocket turret.,Постройте ракетную турель.
ABILITY_ROCKETSKATES_NAME,Rocket Skates,Ракетные коньки
ABILITY_ROCKETSKATES_DESC,Dash forward in a straight line then explode dealing damage in an area (including to yourself).,"Рывок по прямой, затем взрыв (урон в области, вам тоже)."
ABILITY_ROCKETSKATES2_DESC,Dash forward in a straight line then explode dealing damage in an larger area (including to yourself).,"Рывок по прямой, затем взрыв (урон в большей области, вам тоже)."
ABILITY_BOMBCHUDASH_NAME,Bombchu Dash,Рывок Бомбчу
ABILITY_BOMBCHUDASH_DESC,Dash forward in a straight line then explode.,"Рывок по прямой, затем взрыв."
ABILITY_DRILLDOWN_NAME,Drill Down,Бурение
ABILITY_DRILLDOWN_DESC,Dig to an open tile in a straight line.,Прокопайте путь к свободной клетке по прямой.
ABILITY_DRILLDOWN2_DESC,"Dig to a tile in a straight line. If you dig into a unit, explode dealing 5 damage in an area (including to yourself).","Прокопайте путь. Если вкопаетесь в юнита — взрыв (5 урона в области, вам тоже)."
ABILITY_ARMORUP_NAME,Armor Up,Броня вверх!
ABILITY_ARMORUP_DESC,Craft a Tinkerer armor piece into one of your empty armor slots.,Скрафтите броню Инженера в пустой слот.
ABILITY_ARMORUP2_DESC,Craft a Tinkerer armor piece into one of your or an adjacent unit's empty armor slots.,Скрафтите броню Инженера в свой (или соседа) пустой слот.
ABILITY_FRESHOFFTHEFORGE_NAME,Fresh off the Forge,С пылу с жару
ABILITY_FRESHOFFTHEFORGE_DESC,Gain +7 [img:shield] and Burn 3.,Получите +7 [img:shield] и Горение 3.
ABILITY_FRESHOFFTHEFORGE2_DESC,Give +7 [img:shield] and Burn 3 to yourself or an adjacent unit. ,Дайте +7 [img:shield] и Горение 3 себе или соседу.
ABILITY_ELECTRICNAIL_NAME,Electric Nail,Электро-гвоздь
ABILITY_ELECTRICNAIL_DESC,Summon a nail that arcs electricity to neighboring tiles whenever any unit spends mana.,"Гвоздь, пускающий ток на соседние клетки, когда кто-то тратит ману."
ABILITY_ELECTRICNAIL2_DESC,"Summon a nail that arcs electricity to neighboring tiles whenever any unit spends mana.
[s:.7](This spell costs less.)[/s]","Гвоздь, пускающий ток на соседние клетки, когда кто-то тратит ману.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_CRAFT_NAME,Craft,Крафт
ABILITY_CRAFT_DESC,Craft and equip a random temporary weapon.,Скрафтите и наденьте случайное временное оружие.
ABILITY_CRAFT2_DESC,Craft and equip a random temporary weapon for yourself or an ally in range 3 (if they have an empty weapon slot).,Скрафтите оружие себе или союзнику в радиусе 3 (если слот пуст).
ABILITY_SHOCKWAVE_NAME,Shockwave,Ударная волна
ABILITY_SHOCKWAVE_DESC,Deal damage to all units. The closer a unit is to you the more damage it takes.,"Урон всем юнитам. Чем ближе юнит к вам, тем больнее."
ABILITY_SHOCKWAVE2_DESC,"Deal damage to all units. The closer a unit is to you the more damage it takes.
[s:.7](Deals more damage to closer units and less damage to further units.)[/s]","Урон всем юнитам. Чем ближе юнит к вам, тем больнее.
[s:.7](Больше урона вблизи, меньше вдали.)[/s]"
ABILITY_MATH_NAME,Math!,Математика!
ABILITY_MATH_DESC,Deal 1 damage to a unit for each unique divisor in its current HP value.,Нанесите 1 урон за каждый уникальный делитель текущего ОЗ цели.
ABILITY_MATH2_DESC,"Deal 1 damage to a unit for each unique divisor in its current HP value. If its HP was a prime number, gain 5 mana.","Нанесите 1 урон за каждый уникальный делитель ОЗ. Если ОЗ — простое число, вам +5 маны."
ABILITY_REPROGRAM_NAME,Reprogram,Перепрограммирование
ABILITY_REPROGRAM_DESC,Conjure a random spell of your class as a bonus ability.,Получите случайное заклинание класса как бонусную способность.
ABILITY_REPROGRAM2_DESC,Conjure a random upgraded spell of your class as a bonus ability.,Получите случайное УЛУЧШЕННОЕ заклинание класса как бонусную способность.
ABILITY_IMPROVE_NAME,Improve,Улучшение
ABILITY_IMPROVE_DESC,Gain +1 to a random stat.,Получите +1 к случайной характеристике.
ABILITY_IMPROVE2_DESC,You or an adjacent unit gain +1 to 2 random stats.,Вы или сосед получаете +1 к 2 случайным характеристикам.
ABILITY_CATBOT_NAME,Catbot,Кот-бот
ABILITY_CATBOT_DESC,"Spawn a Catbot and give it your current weapon.
[s:.7](You will not get the weapon back)[/s]","Призовите Кота-бота и отдайте ему свое оружие.
[s:.7](Вы не получите оружие назад)[/s]"
ABILITY_CATBOT2_DESC,"Spawn a Catbot and give it your current weapon. Gain +1 Tech and refresh your basic action.
[s:.7](You will not get the weapon back)[/s]","Призовите Кота-бота и отдайте оружие. +1 Технология и обновление базового действия.
[s:.7](Вы не получите оружие назад)[/s]"
ABILITY_BOMBCHU_NAME,Bombchu,Бомбчу
ABILITY_BOMBCHU_DESC,Spawn a Bombchu bot.,Призовите бота-Бомбчу.
ABILITY_BOMBCHU2_DESC,"Spawn a Bombchu bot in range 4.
[s:.7](This spell costs less.)[/s]","Призовите бота-Бомбчу в радиусе 4.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_REMOTEDETONATOR_NAME,Remote Detonator,Дистанционный детонатор
ABILITY_REMOTEDETONATOR_DESC,"Explode a familiar, dealing 5 damage with knockback in an area.",Взорвите фамильяра: 5 урона с отбрасыванием в области.
ABILITY_REMOTEDETONATOR2_DESC,"Explode a familiar, dealing 5 damage with knockback in an area.
[s:.7](This spell costs less.)[/s]","Взорвите фамильяра: 5 урона с отбрасыванием в области.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_SHORTCIRCUIT_NAME,Short Circuit,Короткое замыкание
ABILITY_SHORTCIRCUIT_DESC,Deal 1 electric damage with a random amount of knockback (up to 3) to all adjacent units.,1 электр. урона и случайное отбрасывание (до 3) всем соседям.
ABILITY_SHORTCIRCUIT2_DESC,Deal 2 electric damage with a random amount of knockback (up to 10) to all adjacent units.,2 электр. урона и случайное отбрасывание (до 10) всем соседям.
ABILITY_ELECTROLYZE_NAME,Electrolyze,Электролиз
ABILITY_ELECTROLYZE_DESC,Give your weapon +3 electric damage.,Дайте оружию +3 электр. урона.
ABILITY_ELECTROLYZE2_DESC,"Give your weapon +3 electric damage.
[s:.7](This spell costs less.)[/s]","Дайте оружию +3 электр. урона.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_EJECTBUTTON_NAME,Eject Button,Кнопка катапульты
ABILITY_EJECTBUTTON_DESC,Explode and fly to a random tile at least four tiles away. This explosion damages you.,Взорвитесь и улетите на случайную клетку (мин. 4 шага). Взрыв дамажит вас.
ABILITY_EJECTBUTTON2_DESC,"Explode and fly to a random tile at least four tiles away. This explosion damages you.
[s:.7](This spell costs less.)[/s]","Взорвитесь и улетите на случайную клетку (мин. 4 шага). Взрыв дамажит вас.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_FIRECRACKERS_NAME,Firecracker,Петарда
ABILITY_FIRECRACKERS_DESC,Throw 3 small 1-damage explosives at random tiles in an area.,Бросьте 3 малых бомбочки (1 урон) случайно в области.
ABILITY_FIRECRACKERS2_DESC,Throw small 1-damage explosives at all tiles in an area.,Бросьте малые бомбочки (1 урон) на ВСЕ клетки в области.
ABILITY_UPGRADE_NAME,Upgrade,Апгрейд
ABILITY_UPGRADE_DESC,Fully heal a familiar and give it All Stats Up.,Полностью почините фамильяра и дайте ему Повышение Всех Хар-к.
ABILITY_UPGRADE2_DESC,Fully heal a familiar and give it All Stats Up and +1 [img:divineshield].,"Полностью почините фамильяра, дайте Повышение Всех Хар-к и +1 [img:divineshield]."
ABILITY_EUREKA_NAME,Eureka!,Эврика!
ABILITY_EUREKA_DESC,"Gain +3 Tech and Madness 1.
[s:.7](This spell can only be cast once per battle.)[/s]","+3 Технологии и Безумие 1.
[s:.7](Только раз за бой.)[/s]"
ABILITY_EUREKA2_DESC,"Gain +3 Tech.
[s:.7](This spell can only be cast once per battle.)[/s]","+3 Технологии.
[s:.7](Только раз за бой.)[/s]"
ABILITY_PUNCHBOT_NAME,Punchbot,Панч-бот
ABILITY_PUNCHBOT_DESC,Spawn a Rubber Fist Bot.,Призовите Бота-Резиновый Кулак.
ABILITY_PUNCHBOT2_DESC,Spawn a Rubber Fist Bot within a large range.,Призовите Бота-Резиновый Кулак (большая дальность).
ABILITY_FASTHANDS_NAME,Fast Hands,Ловкость рук
ABILITY_FASTHANDS_DESC,Refresh your weapon and trinket actions (unless they gain you mana).,Обновите оружие и брелок (если они не дают ману).
ABILITY_FASTHANDS2_DESC,Refresh your weapon and trinket actions (unless they gain you mana). Repair 1 use to all of your equipment.,Обновите оружие и брелок. Почините 1 прочность всей экипировке.
ABILITY_MECHPUNCH_NAME,Mech Punch,Меха-удар
ABILITY_MECHPUNCH_DESC,Dash-punch with Knockback 3.,Рывок-удар с Отбрасыванием 3.
ABILITY_MECHSUITEJECT_NAME,Eject!,Катапультирование!
ABILITY_MECHSUITEJECT_DESC,Launch yourself out of the mech. Deal damage to units you land on and yourself.,"Выстрелите собой из меха. Урон вам и тому, на кого упадете."
ABILITY_MECHSUITBARRAGE_NAME,Barrage,Шквал
ABILITY_MECHSUITBARRAGE_DESC,Fire the machine guns!,Огонь из пулеметов!
ABILITY_MECHDASH_NAME,Thrusters,Двигатели
ABILITY_MECHDASH_DESC,Dash forward and light fires in your path.,"Рывок вперед, поджигающий путь."
ABILITY_MECHSUIT_NAME,Mech Suit,Меха-костюм
ABILITY_MECHSUIT_DESC,"Summon a mech suit that can be piloted.
[s:.7](Castable once per battle.)[/s]","Призовите пилотируемый меха-костюм.
[s:.7](Раз за бой.)[/s]"
ABILITY_MECHSUIT2_DESC,"Summon a mech suit that can be piloted.
[s:.7](Costs 0 mana. Castable once per battle.)[/s]","Призовите пилотируемый меха-костюм.
[s:.7](Бесплатно. Раз за бой.)[/s]"
ABILITY_UNRELIABLESHIELD_NAME,Unreliable Shield Generator,Ненадежный генератор щита
ABILITY_UNRELIABLESHIELD_DESC,Gain +6 [img:shield] and +1 temporary Brace. This spell has a 75% chance to be disabled on each turn.,"+6 [img:shield] и +1 Стойкость. Шанс 75%, что он отключится каждый ход."
ABILITY_UNRELIABLESHIELD2_DESC,"Get +6 [img:shield] and +1 temporary Brace. This spell has a 66% chance to be disabled on each turn.
[s:.7](This spell costs less.)[/s]","+6 [img:shield] и +1 Стойкость. Шанс 66%, что он отключится каждый ход.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_UNRELIABLEMISSILE_NAME,Unreliable Missile Launcher,Ненадежная ракетница
ABILITY_UNRELIABLEMISSILE_DESC,Shoot an explosive homing missile at a random enemy. This spell has a 75% chance to be disabled on each turn.,Самонаводящаяся ракета в случайного врага. Шанс 75% отказа каждый ход.
ABILITY_UNRELIABLEMISSILE2_DESC,"Shoot an explosive homing missile at a random enemy. This spell has a 66% chance to be disabled on each turn.
[s:.7](This spell costs less.)[/s]","Самонаводящаяся ракета в случайного врага. Шанс 66% отказа каждый ход.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_SPAREPARTS_NAME,Spare Parts,Запчасти
ABILITY_SPAREPARTS_DESC,"Destroy your weapon and gain one of the following: +2 [img:shield], +4 Charge, +1 Thorns, or 1 coin.","Уничтожьте оружие и получите: +2 [img:shield], +4 Заряда, +1 Шипы ИЛИ 1 монету."
ABILITY_SPAREPARTS2_DESC,"Destroy your weapon and gain one of the following: +4 [img:shield], +8 Charge, +2 Thorns, or 2 coins.","Уничтожьте оружие и получите: +4 [img:shield], +8 Зарядов, +2 Шипы ИЛИ 2 монеты."
ABILITY_SPLITTHEATOM_NAME,Split the Atom,Расщепление атома
ABILITY_SPLITTHEATOM_DESC,"Deal 50 damage to and inflict Burn 10 on all enemies. You can pay for this spell over multiple turns.
[s:.7](This spell's mana cost can't be modified.)[/s]","50 урона и Горение 10 ВСЕМ врагам. Ману можно платить частями несколько ходов.
[s:.7](Цена маны фиксирована.)[/s]"
ABILITY_SPLITTHEATOM2_DESC,"Deal 50 damage to and inflict Burn 10 on all enemies. You can pay for this spell over multiple turns.
This spell absorbs the mana you spend casting other spells.
[s:.7](This spell's mana cost can't be modified.)[/s]","50 урона и Горение 10 ВСЕМ врагам. Платите частями.
Поглощает ману, потраченную на другие заклинания.
[s:.7](Цена маны фиксирована.)[/s]"
ABILITY_EXPERIMENTALTELEPORTER_NAME,Experimental Teleporter,Экспериментальный телепорт
ABILITY_EXPERIMENTALTELEPORTER_DESC,Teleport to any tile. You have a 15% chance to equip a piece of Fly armor that breaks any armor pieces it replaces.,Телепорт на любую клетку. 15% шанс надеть броню Мухи (ломает старую броню).
ABILITY_EXPERIMENTALTELEPORTER2_DESC,"Teleport to any tile. You have a 15% chance to equip a piece of Fly armor that breaks any armor pieces it replaces.
[s:.7](This spell costs less.)[/s]","Телепорт на любую клетку. 15% шанс надеть броню Мухи (ломает старую броню).
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_SHOCKTHERAPY_NAME,Shock Therapy,Шоковая терапия
ABILITY_SHOCKTHERAPY_DESC,"Deal 1 electric damage to yourself or an adjacent unit. Cleanse debuffs from that unit, give it a random stat up, and a 25% chance to be Stunned.","1 электр. урон себе или соседу. Снимает дебаффы, дает бафф стата, 25% шанс Оглушения."
ABILITY_SHOCKTHERAPY2_DESC,"Deal 1 electric damage to yourself or a unit in range 5. Cleanse debuffs from that unit, give it a random stat up, and a 25% chance to be Stunned.","1 электр. урон себе или юниту (радиус 5). Снимает дебаффы, дает бафф стата, 25% шанс Оглушения."
ABILITY_BUILDNUKE_NAME,Build Nuke,Ядерный заряд
ABILITY_BUILDNUKE_DESC,Spawn a mini-nuke that makes a HUGE explosion when it dies.,"Создайте мини-ядерку, которая при смерти делает ОГРОМНЫЙ взрыв."
ABILITY_BUILDNUKE2_DESC,Spawn a mini-nuke in range 4 that makes a HUGE explosion when it dies.,"Создайте мини-ядерку в радиусе 4, делающую ОГРОМНЫЙ взрыв."
ABILITY_INSTANTBARRIER_NAME,Instant Barrier,Мгновенный барьер
ABILITY_INSTANTBARRIER_DESC,"Gain +6 [img:shield].
Castable only if you have no [img:shield].","Получите +6 [img:shield].
Только если у вас нет [img:shield]."
ABILITY_INSTANTBARRIER2_DESC,"Gain +6 [img:shield].
This spell's mana cost is equal to your current [img:shield].","Получите +6 [img:shield].
Цена маны равна текущему [img:shield]."
ABILITY_VOLTTACKLE_NAME,Volt Tackle,Вольт-удар
ABILITY_VOLTTACKLE_DESC,Teleport to anything that's electrically conductive. Displace units you teleport onto and deal electric damage to them.,"Телепорт к любому проводнику тока. Смещает и бьет током того, на кого прыгнули."
ABILITY_VOLTTACKLE2_DESC,Teleport to anything that's electrically conductive. Displace units you teleport onto and deal electric damage to them with a 50% chance to inflict Stun.,"Телепорт к проводнику. Смещает и бьет током (50% шанс Оглушения) того, на кого прыгнули."
ABILITY_SMASHTINKERER_NAME,Smash,Удар об землю
ABILITY_SMASHTINKERER_DESC,"Smash your weapon onto an adjacent unit, destroying it and dealing double its damage.","Разбейте свое оружие об соседа, уничтожая оружие и нанося двойной урон."
ABILITY_SMASHTINKERER2_DESC,"Smash your weapon onto an adjacent unit, destroying it and dealing double its damage.
[s:.7](This spell costs less.)[/s]","Разбейте свое оружие об соседа, уничтожая оружие и нанося двойной урон.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_SHEDSCRAP_NAME,Shed Scrap,Сброс лома
ABILITY_SHEDSCRAP_DESC,Lose 1 [img:shield]. Spawn a junk pile.,Потеряйте 1 [img:shield]. Создайте кучу мусора.
ABILITY_SHEDSCRAP2_DESC,Lose 1 [img:shield]. Spawn a junk pile in range 2.,Потеряйте 1 [img:shield]. Создайте кучу мусора в радиусе 2.
ABILITY_REPAIRARMOR_NAME,Repair Armor,Ремонт брони
ABILITY_REPAIRARMOR_DESC,"Lose all [img:shield], then gain [img:shield] equal to your equipment's starting [img:shield].","Сбросьте [img:shield], затем получите [img:shield], равный стартовому щиту вашей экипировки."
ABILITY_REPAIRARMOR2_DESC,"Lose all [img:shield], then give [img:shield] equal to your equipment's starting [img:shield] to yourself or another ally. ","Сбросьте [img:shield], затем дайте себе или союзнику [img:shield], равный стартовому."
ABILITY_ROCKETRIDE_NAME,Rocket Ride,Полет на ракете
