KEY,en,ru
PASSIVE_RESONANCE_NAME,Resonance,Резонанс
PASSIVE_RESONANCE_DESC,When you cast a spell gain +1 Magic Damage for the rest of the turn.,При колдовстве +1 Маг. Урон до конца хода.
PASSIVE_RESONANCE2_DESC,When you cast a spell gain +1 Magic Damage and +1 Damage for the rest of the turn.,При колдовстве +1 Маг. Урон и +1 Урон до конца хода.
PASSIVE_LEARNFROMME_NAME,Learn From Me,Учись у Меня
PASSIVE_LEARNFROMME_DESC,"When you cast a spell, all allied cats gain that spell in their bonus slot.","Когда колдуете, союзники получают это заклинание в бонус-слот."
PASSIVE_LEARNFROMME2_DESC,"When you cast a spell, all allied cats gain the upgraded version of that spell in their bonus slot.","Когда колдуете, союзники получают улучшенную версию в бонус-слот."
PASSIVE_LIGHTNINGASPECT_NAME,Lightning Aspect,Аспект Молнии
PASSIVE_LIGHTNINGASPECT_DESC,"Electric immunity.
When you deal Electric Damage, gain +1 Charge.","Иммунитет к Электричеству.
При нанесении Электро-урона, +1 Заряд."
PASSIVE_LIGHTNINGASPECT2_DESC,"Electric immunity.
When you deal Electric Damage, gain +1 Charge for each point of damage dealt.","Иммунитет к Электричеству.
При нанесении Электро-урона, +1 Заряд за каждое очко урона."
PASSIVE_LONGCAST_NAME,Long Cast,Дальний Каст
PASSIVE_LONGCAST_DESC,Tile-targeted spells gain +3 Range.,Заклинания по тайлам +3 Дальность.
PASSIVE_LONGCAST2_DESC,+1 Magic Damage. Tile-targeted spells gain +5 Range.,+1 Маг. Урон. Заклинания по тайлам +5 Дальность.
PASSIVE_LIGHTUPTHESTAGE_NAME,Light Up the Stage,Зажги Сцену
PASSIVE_LIGHTUPTHESTAGE_DESC,"At the end of your turn, Emit a Sparkle for each turn you've taken.","В конце хода, Искрите за каждый ход, который вы сделали."
PASSIVE_LIGHTUPTHESTAGE2_DESC,"At the end of your turn, emit a Sparkle for each turn you've taken and gain +1 Kinetic Spikes . ","В конце хода, Искрите за каждый ход и +1 Кинетические Шипы."
PASSIVE_ELEMENTALATTUNEMENT_NAME,Elemental Attunement,Стихийная Настройка
PASSIVE_ELEMENTALATTUNEMENT_DESC,Casting elemental spells imbues your basic attack with those elements and relevant effects for the rest of the battle.,Каст стихий заряжает базовую атаку этими стихиями до конца битвы.
PASSIVE_ELEMENTALATTUNEMENT2_DESC,"Casting elemental spells imbues your basic attack with those elements and relevant effects for the rest of the battle.
Elemental spells cost -2 mana.","Каст стихий заряжает базовую атаку этими стихиями до конца битвы.
Стихийные заклинания стоят -2 маны."
PASSIVE_LATENTENERGY_NAME,Latent Energy,Скрытая Энергия
PASSIVE_LATENTENERGY_DESC,"When an ally spends mana, Gain +2 Magic Damage until the next time you use magic.","Когда союзник тратит ману, +2 Маг. Урон до след. магии."
PASSIVE_LATENTENERGY2_DESC,"When an ally spends mana, Gain +2 Magic Damage until the next time you use magic, and gain +2 mana. ","Когда союзник тратит ману, +2 Маг. Урон до след. магии, и получите +2 маны."
PASSIVE_FIVE_NAME,Five,Пятерка
PASSIVE_FIVE_DESC,"When you end your turn with exactly 5 mana, gain +5 [img:shield] and temporarily gain +5 Kinetic Spikes until the end of your next turn . ",Конец хода с ровно 5 маны дает +5 [img:shield] и +5 врем. Кин. Шипов.
PASSIVE_FIVE2_DESC,"When you end your turn with exactly 5 mana, gain +5 [img:shield], heal 5 HP and temporarily gain +5 Kinetic Spikes and +5 Damage until the end of your next turn. ","Конец хода с ровно 5 маны дает +5 [img:shield], лечит 5 ОЗ и дает +5 Кин. Шипов и +5 Урона."
PASSIVE_MAGICGURU_NAME,Magic Guru,Маг-Гуру
PASSIVE_MAGICGURU_DESC,"Your allies have +1 Mana Regeneration. When an ally spends 7+ mana to cast a spell, they gain All Stats Up.","Союзники +1 Регенерация Маны. Когда союзник тратит 7+ маны, он получает Повышение Всех Хар-к."
PASSIVE_MAGICGURU2_DESC,"Your allies have +1 Mana Regeneration. When an ally spends 7+ mana to cast a spell, they gain All Stats Up. When you spend mana, each ally gains +1 mana.","Союзники +1 Регенерация Маны. Когда союзник тратит 7+ маны, он получает Повышение Всех Хар-к. Когда вы тратите ману, союзники +1 мана."
PASSIVE_ONE_NAME,One,Единица
PASSIVE_ONE_DESC,"When you end your turn, if you cast exactly 1 spell, double cast your next spell.","В конце хода, если скастовали ровно 1 заклинание, след. каст двойной."
PASSIVE_ONE2_DESC,"When you end your turn, if you cast exactly 1 spell, double cast your next 2 spells.","В конце хода, если скастовали ровно 1 заклинание, след. 2 каста двойные."
PASSIVE_TWO_NAME,Two,Двойка
PASSIVE_TWO_DESC,"When you end your turn, if you cast exactly 2 spells, gain +1 Bonus Attack.
When you end your turn, if you have exactly 2 mana, gain +1 Bonus Attack.","В конце хода, если скастовали ровно 2, +1 Бонусная Атака.
В конце хода, если ровно 2 маны, +1 Бонусная Атака."
PASSIVE_TWO2_DESC,"When you end your turn, if you cast exactly 2 spells, gain +1 Bonus Attack and Movement.
When you end your turn, if you have exactly 2 mana, gain +1 Bonus Attack and Movement.","В конце хода, если скастовали ровно 2, +1 Бонусная Атака и Движение.
В конце хода, если ровно 2 маны, +1 Бонусная Атака и Движение."
PASSIVE_FOUR_NAME,Four,Четверка
PASSIVE_FOUR_DESC,"When you end your turn, if you have exactly 4 mana, gain +1 [img:int] and +1 Magic Damage.","В конце хода если ровно 4 маны, +1 [img:int] и +1 Маг. Урон."
PASSIVE_FOUR2_DESC,"When you end your turn, if you have exactly 4 mana, gain +1 [img:int], +1 Magic Damage, +1 Kinetic Spikes, and +1 Holy Shield.","В конце хода если ровно 4 маны, +1 [img:int], +1 Маг. Урон, +1 Кин. Шипы и +1 Бож. Щит."
//psychic,,
PASSIVE_FLYING_NAME,Antigravity,Антигравитация
PASSIVE_FLYING_DESC,"You have Flying Movement. When you use a Gravity element ability gain +1 [img:spd].
Gravity element spells cost -1 mana.","У вас Полет. При использовании Гравитации +1 [img:spd].
Заклинания Гравитации стоят -1 ману."
PASSIVE_FLYING2_DESC,"You have Flying Movement. When you use a Gravity element ability gain +2 [img:spd].
Gravity element spells cost -2 mana.
","У вас Полет. При использовании Гравитации +2 [img:spd].
Заклинания Гравитации стоят -2 ману."
PASSIVE_SOULSHATTER_NAME,Soul Shatter,Разрыв Души
PASSIVE_SOULSHATTER_DESC,"When you kill a unit, deal 1 damage to all enemies.","При убийстве, нанесите 1 урон всем врагам."
PASSIVE_SOULSHATTER2_DESC,"When you kill a unit, deal 2 damage to all enemies.","При убийстве, нанесите 2 урона всем врагам."
PASSIVE_GLOW_NAME,Glow,Сияние
PASSIVE_GLOW_DESC,Your basic attack inflicts Blind.,Базовая атака Ослепляет.
PASSIVE_GLOW2_DESC,All damage you deal inflicts Blind.,Весь ваш урон Ослепляет.
PASSIVE_BLINK_NAME,Blink,Блинк
PASSIVE_BLINK_DESC,33% chance to teleport to a random tile when targeted by an enemy.,"33% шанс телепорта на случайный тайл, когда враг целится в вас."
PASSIVE_BLINK2_DESC,50% chance to teleport to a random tile when targeted by an enemy.,"50% шанс телепорта на случайный тайл, когда враг целится в вас."
PASSIVE_FULLPOWER_NAME,Full Power,Полная Мощь
PASSIVE_FULLPOWER_DESC,"While at full mana, your basic attack deals triple damage and has +3 Knockback.","С полной маной, базовая атака х3 урон и +3 Отбрасывание."
PASSIVE_FULLPOWER2_DESC,"While at full mana, your basic attack deals triple damage and has +3 Knockback.
Bonus Ability: Grow Head.","С полной маной, базовая атака х3 урон и +3 Отбрасывание.
Бонус-способность: Вырастить Голову."
PASSIVE_REALITYSHATTER_NAME,Reality Shatter,Разбитая Реальность
PASSIVE_REALITYSHATTER_DESC,Gravity element abilities spawn Floating Glass.,Способности Гравитации создают Парящее Стекло.
PASSIVE_REALITYSHATTER2_DESC,Gravity element abilities spawn Floating Glass and inflict Bleed 1. ,Способности Гравитации создают Парящее Стекло и Кровотечение 1.
PASSIVE_MENTALSTORM_NAME,Mental Storm,Буря Разума
PASSIVE_MENTALSTORM_DESC,Gain +1 Charge when you cast a spell.,+1 Заряд при колдовстве.
PASSIVE_MENTALSTORM2_DESC,Gain +2 Charge when you cast a spell.,+2 Заряда при колдовстве.
PASSIVE_WITHER_NAME,Wither,Увядание
PASSIVE_WITHER_DESC,Gravity element abilities inflict a random negative status effect when used on enemies.,Гравитация накладывает случайный дебафф на врагов.
PASSIVE_WITHER2_DESC,"Gravity element abilities inflict a random negative status effect when used on enemies. When you inflict a negative status effect, inflict +1 of that status effect.","Гравитация накладывает случайный дебафф на врагов. Когда накладываете дебафф, накладываете +1 дебафф."
PASSIVE_FLOURISH_NAME,Flourish,Цветение
PASSIVE_FLOURISH_DESC,"Gravity element abilities do not harm allies. Gravity element abilities give a random positive status effect when used on allies. When you inflict a positive status effect, inflict +1 of that status effect.","Гравитация не ранит союзников и дает им случайный бафф. Когда даете бафф, даете +1 бафф."
PASSIVE_FLOURISH2_DESC,"Gravity element abilities do not harm allies. Gravity element abilities give a random positive status effect when used on allies. When you inflict a positive status effect, inflict +2 of that status effect.","Гравитация не ранит союзников и дает им случайный бафф. Когда даете бафф, даете +2 бафф."
PASSIVE_PSYSMACK_NAME,Psy Smack,Пси-Шлепок
PASSIVE_PSYSMACK_DESC,Knockback damage you and your allies deal is doubled.,Урон от отбрасывания вами и союзниками удвоен.
PASSIVE_PSYSMACK2_DESC,Knockback damage and distance you and your allies deal is doubled and has Chain Knockback.,Урон и дистанция отбрасывания удвоены и имеют Цепное Отбрасывание.
PASSIVE_BECKON_NAME,Beckon,Манить
PASSIVE_BECKON_DESC,Your basic attack has +4 Knockback.,Базовая атака +4 Отбрасывание.
PASSIVE_BECKON2_DESC,Your basic attack has +4 Knockback and Chain Knockback.,Базовая атака +4 Отбрасывание и Цепное Отбрасывание.
PASSIVE_MINDTEMPEST_NAME,Mind Tempest,Шторм Разума
PASSIVE_MINDTEMPEST_DESC,"After every sixth spell you cast, gain All Stats Up and +1 Magic Damage.","После каждого 6-го заклинания, Повышение Всех Хар-к и +1 Маг. Урон."
PASSIVE_MINDTEMPEST2_DESC,"After every sixth spell you cast, gain All Stats Up, +1 Magic Damage, and reduce the cost of your spells by 1 mana.","После каждого 6-го заклинания, Повышение Всех Хар-к, +1 Маг. Урон, и стоимость заклинаний -1."
PASSIVE_OVERFLOW_NAME,Overflow,Переполнение
PASSIVE_OVERFLOW_DESC,"While at full mana, gain +2 Brace and Flying Movement. Your mana is uncapped.","С полной маной, +2 Стойкость и Полет. Мана не имеет лимита."
PASSIVE_OVERFLOW2_DESC,"While at full mana, gain +2 Brace and Teleportation. Your mana is uncapped.","С полной маной, +2 Стойкость и Телепортация. Мана не имеет лимита."
PASSIVE_OMNISCIENCE_NAME,Omniscience,Всеведение
PASSIVE_OMNISCIENCE_DESC,You can see EVERYTHING. Line of sight restrictions are ignored.,Вы видите ВСЁ. Игнорирует линию обзора.
PASSIVE_OMNISCIENCE2_DESC,You can see EVERYTHING. Line of sight restrictions are ignored.,Вы видите ВСЁ. Игнорирует линию обзора.
PASSIVE_PSIONICREPEL_NAME,Psionic Repel,Псионический Отпор
PASSIVE_PSIONICREPEL_DESC,Units that attack or contact you get knocked back 10 tiles.,Атакующие или касающиеся вас отбрасываются на 10 тайлов.
PASSIVE_PSIONICREPEL2_DESC,Units that attack or contact you get knocked back 10 tiles and are Immobilized.,Атакующие или касающиеся вас отбрасываются на 10 тайлов и Обездвиживаются.
PASSIVE_ENLIGHTENED_NAME,Enlightened,Просветленный
PASSIVE_ENLIGHTENED_DESC,"While at full mana, the first spell you cast each turn is free.","С полной маной, первое заклинание в ход бесплатно."
PASSIVE_ENLIGHTENED2_DESC,"While at full mana, all of your spells are free to cast once a turn.","С полной маной, все заклинания бесплатны раз за ход."
PASSIVE_MADVISAGE_NAME,Mad Visage,Лик Безумия
PASSIVE_MADVISAGE_DESC,"All injuries you get are Disfigured.
While at full mana, your basic action inflicts Madness.
While you have 0 or less [img:cha] you can attack an additional time each turn.","Все травмы — Обезображивание.
С полной маной, действие накладывает Безумие.
С 0 или меньше [img:cha] атакуете доп. раз за ход."
PASSIVE_MADVISAGE2_DESC,"All injuries you get are Disfigured.
Units that contact or attack you get Madness.
While at full mana, your basic attack inflicts Madness.
While at 0 [img:cha] you can attack 2 additional times each turn.","Все травмы — Обезображивание.
Касание или атака вас дает Безумие.
С полной маной, атака накладывает Безумие.
С 0 [img:cha] атакуете 2 доп. раза за ход."
PASSIVE_POWERUP_NAME,Power Up,Павер-Ап
PASSIVE_POWERUP_DESC,"When you gain excess mana, gain +1 Magic Damage and +1 [img:int].","При получении лишней маны, +1 Маг. Урон и +1 [img:int]."
PASSIVE_POWERUP2_DESC,"When you gain excess mana, gain +1 Magic Damage, +1 [img:int]. and +1 [img:divineshield].","При получении лишней маны, +1 Маг. Урон, +1 [img:int] и +1 [img:divineshield]."
PASSIVE_TRUESIGHT_NAME,True Sight,Истинное Зрение
PASSIVE_TRUESIGHT_DESC,You and your allies can't miss enemies within your line of sight.,Вы и союзники не мажете по врагам в линии обзора.
PASSIVE_TRUESIGHT2_DESC,You and your allies can't miss enemies within your line of sight. Allied physical attacks gain +50% critical hit chance against those enemies.,Вы и союзники не мажете по врагам в линии обзора. Союзные физ. атаки +50% шанс крита по ним.
PASSIVE_BRAINGEYSER_NAME,Braingeyser,Мозговой Гейзер
PASSIVE_BRAINGEYSER_DESC,"When you gain excess mana, emit that many Sparkles.","При получении лишней маны, выпустите столько же Искр."
PASSIVE_BRAINGEYSER2_DESC,"When you gain excess mana, emit that many Sparkles and remove all your debuffs.","При получении лишней маны, выпустите столько же Искр и снимите свои дебаффы."
PASSIVE_GRAVITYWELL_NAME,Gravity Well,Гравитационный Колодец
PASSIVE_GRAVITYWELL_DESC,"When a unit is knocked through a tile adjacent to you, stop it and inflict Stun.","Когда юнит пролетает через соседний тайл, остановите и Оглушите его."
PASSIVE_GRAVITYWELL2_DESC,"When a unit is knocked through a tile adjacent to you, stop it, inflict Stun and deal 5 damage to it.","Когда юнит пролетает через соседний тайл, остановите, Оглушите и нанесите 5 урона."
PASSIVE_DRAG_NAME,Drag,Тяга
PASSIVE_DRAG_DESC,Units that you knockback take 1 damage for each tile they pass through.,"Юниты, которых вы отбрасываете, получают 1 урон за каждый пройденный тайл."
PASSIVE_DRAG2_DESC,Units that you knockback take 2 damage for each tile they pass through.,"Юниты, которых вы отбрасываете, получают 2 урона за каждый пройденный тайл."
PASSIVE_TWIDDLE_NAME,Twiddle,Верчение
PASSIVE_TWIDDLE_DESC,"Your basic attack deals 0 damage, but you can use it 2 additional times each turn.","Базовая атака 0 урона, но можно юзать 2 доп. раза за ход."
PASSIVE_TWIDDLE2_DESC,"Start each battle with +5 Bonus Attacks. Your basic attack deals 0 damage, but you can use it 2 additional times each turn.","Старт с +5 Бонус-атаками. Базовая атака 0 урона, но можно юзать 2 доп. раза за ход."
PASSIVE_REPRESSEDMEMORIES_NAME,Repressed Memories,Подавленные Воспоминания
PASSIVE_REPRESSEDMEMORIES_DESC,"When you spend mana, cast a random Psychic spell that costs less than the mana spent.","Когда тратите ману, кастуйте случайное Пси-заклинание, стоимостью меньше потраченной."
PASSIVE_REPRESSEDMEMORIES2_DESC,"When you spend mana, cast a random spell from any class that costs less than the mana spent.","Когда тратите ману, кастуйте случайное заклинание любого класса, стоимостью меньше потраченной."
PASSIVE_ELDRITCHVISAGE_NAME,Eldritch Visage,Древний Лик
PASSIVE_ELDRITCHVISAGE_DESC,"At the start of your turn, inflict Magic Weakness 1 on all enemies in your line of sight.","В начале хода, Магическая Слабость 1 на всех врагов в обзоре."
PASSIVE_ELDRITCHVISAGE2_DESC,"At the start of your turn, inflict Magic Weakness 1 and Marked on all enemies in your line of sight.","В начале хода, Магическая Слабость 1 и Метка на всех врагов в обзоре."
//Jester,,
PASSIVE_SUPERLUCK_NAME,Super Luck,Супер Удача
PASSIVE_SUPERLUCK_DESC,,
PASSIVE_SUPERLUCK2_DESC,,
PASSIVE_GOOFBALL_NAME,Goofball,Балбес
PASSIVE_GOOFBALL_DESC,Take an extra turn at the start of each round.,Доп. ход в начале раунда.
PASSIVE_GOOFBALL2_DESC,Take 2 extra turns at the start of each round.,2 доп. хода в начале раунда.
//disorders,,
DISORDER_RABIES_NAME,Rabies,Бешенство
DISORDER_RABIES_DESC,"Your basic attack is a melee attack. You can't equip face armor.
After each battle, gain +2 [img:str] and -1 [img:int].
If your [img:int] is 0 or less, you have Madness.","Базовая атака — ближняя. Нельзя носить броню на лицо.
После битвы, +2 [img:str] и -1 [img:int].
Если [img:int] 0 или меньше, у вас Безумие."
DISORDER_BOILS_NAME,Boils,Нарывы
DISORDER_BOILS_DESC,"+1 Brace.
You spawn a puddle of creep whenever you get hit. You can't equip face armor.","+1 Стойкость.
Создает лужу слизи при получении удара. Нельзя носить броню на лицо."
DISORDER_DEPRESSION_NAME,Depression,Депрессия
DISORDER_DEPRESSION_DESC,Adjacent units get All Stats Down 2.,Соседние юниты получают Понижение Всех Хар-к 2.
DISORDER_BROKENLIMB_NAME,Broken Limb,Сломанная Конечность
DISORDER_BROKENLIMB_DESC,You can't equip trinkets or consumables. +2 Thorns.,Нельзя экипировать брелоки или расходники. +2 Шипы.
DISORDER_WRENCHEDNECK_NAME,Wrenched Neck,Свернутая Шея
DISORDER_WRENCHEDNECK_DESC,You can't equip neck armor. Double the effects of your head armor.,Нельзя экипировать броню на шею. Эффекты головы удвоены.
DISORDER_DECLAWED_NAME,Declawed,Удаленные Когти
DISORDER_DECLAWED_DESC,You can't equip weapons.,Нельзя носить оружие.
DISORDER_HEADTRAUMA_NAME,Head Trauma,Травма Головы
DISORDER_HEADTRAUMA_DESC,You can't equip head armor. Your Collarless spells cost -2 mana.,Нельзя носить шлем. Заклинания без Ошейника стоят -2 маны.
DISORDER_DEEPCUT_NAME,Deep Cut,Глубокий Порез
DISORDER_DEEPCUT_DESC,"Bleed 1.
You can't equip trinkets or consumables. 
Bonus ability: Bloodzerk.","Кровотечение 1.
Нельзя экипировать брелоки или расходники.
Бонус-способность: Кровавое Бешенство."
DISORDER_PUNCTUREDEYE_NAME,Punctured Eye,Пробитый Глаз
DISORDER_PUNCTUREDEYE_DESC,"+10% miss chance.
You can't equip face armor. Gain an eyeball trinket.","+10% шанс промаха.
Нельзя носить броню на лицо. Получите брелок-глазное яблоко."
DISORDER_OCD_NAME,Obsessive Compulsive Disorder,ОКР
DISORDER_OCD_DESC,"Bonus Ability: Groom
At the end of your turn, if you didn't use Groom, take 2 damage.","Бонус-способность: Вылизывание
В конце хода, если не использовали Вылизывание, получите 2 урона."
DISORDER_DISTEMPER_NAME,Distemper,Чумка
DISORDER_DISTEMPER_DESC,"At the end of each battle gain +10% crit chance, +25% crit damage, and +5% miss chance. Permanently.
You can't equip face armor.","В конце битвы +10% крит шанс, +25% крит урон, и +5% шанс промаха. Навсегда.
Нельзя носить броню на лицо."
DISORDER_DISTEMPERMAX_DESC,"+50% Miss Chance, +100% Crit Chance, +250% Crit Damage.
Your movement action is used randomly each turn.","+50% Шанс Промаха, +100% Шанс Крита, +250% Крит Урон.
Движение используется случайно каждый ход."
DISORDER_BRAINDAMAGE_NAME,Brain Damage,Повреждение Мозга
DISORDER_BRAINDAMAGE_DESC,You can't use item actions. +2 Brace.,Нельзя юзать предметы. +2 Стойкость.
DISORDER_SEVEREDTHUMB_NAME,Severed Thumb,Оторванный Палец
DISORDER_SEVEREDTHUMB_DESC,You can't equip weapons. Spawn a Food pickup at the start of each battle.,Нельзя носить оружие. Создает Еду в начале битвы.
DISORDER_PTSD_NAME,Post-Traumatic Stress Disorder,ПТСР
DISORDER_PTSD_DESC,"When you take damage, gain Fear and +2 Damage.","При получении урона, получите Страх и +2 Урон."
DISORDER_IBS_NAME,Irritable Bowel Syndrome,Синдром Раздраженного Кишечника
DISORDER_IBS_DESC,"When you take damage, poop.","При получении урона, какаете."
DISORDER_DYSKINESIA_NAME,Dyskinesia,Дискинезия
DISORDER_DYSKINESIA_DESC,"When you end your movement, knockback all adjacent units 1 tile.","В конце движения, отбрасывает всех соседей на 1 тайл."
DISORDER_ANEMIA_NAME,Anemia,Анемия
DISORDER_ANEMIA_DESC,"When you take damage, you have a 10% chance to gain Bleed 1.
Gain 2 Charge for each damage you take from Bleed.","При получении урона, 10% шанс получить Кровотечение 1.
Получите 2 Заряда за каждый урон от Кровотечения."
DISORDER_EMPATH_NAME,Empath,Эмпат
DISORDER_EMPATH_DESC,"Take 1 damage when you deal damage.
Your heals heal for 1 extra.","Получаете 1 урон, когда наносите урон.
Ваш хил лечит на 1 больше."
DISORDER_INFESTATION_NAME,Infestation,Инвазия
DISORDER_INFESTATION_DESC,"At the start of your turn, you have a 50% chance to spawn a Maggot Familiar and 15% chance to spawn an enemy Flea.","В начале хода, 50% шанс создать Личинку и 15% шанс создать вражескую Блоху."
DISORDER_LEPROSY_NAME,Leprosy,Проказа
DISORDER_LEPROSY_DESC,"Bruise 2. When you get hit, spawn a food pickup.","Ушиб 2. При получении удара, спавнит еду."
DISORDER_ASRFIGHT_NAME,Acute Stress Reaction: Fight,Острая Реакция на Стресс: Бей
DISORDER_ASRFIGHT_DESC,Gain +6 [img:str] while you have 5 or fewer HP.,+6 [img:str] пока у вас 5 или меньше ОЗ.
DISORDER_ASRFLIGHT_NAME,Acute Stress Reaction: Flight,Острая Реакция на Стресс: Беги
DISORDER_ASRFLIGHT_DESC,Gain +6 [img:spd] while you have 5 or fewer HP.,+6 [img:spd] пока у вас 5 или меньше ОЗ.
DISORDER_BLOODFRENZY_NAME,Blood Frenzy,Кровавое Бешенство
DISORDER_BLOODFRENZY_DESC,"When you kill a unit, take an extra turn with Madness.","При убийстве, сделайте доп. ход с Безумием."
DISORDER_SHUNNED_NAME,Shunned,Изгой
DISORDER_SHUNNED_DESC,"Take your turn last.
Your heals heal for 2 less. +15% dodge chance.","Ходите последним.
Хил лечит на 2 меньше. +15% уворот."
DISORDER_DYSENTERY_NAME,Dysentery,Дизентерия
DISORDER_DYSENTERY_DESC,50% chance to make a burning poop directly behind you when you end your turn.,50% шанс сделать горящую какашку позади себя в конце хода.
DISORDER_ANXIETY_NAME,Anxiety,Тревожность
DISORDER_ANXIETY_DESC,"+10% Dodge chance. When you take damage, run away from the source.","+10% Уворот. При получении урона, убегает от источника."
DISORDER_KAMIKAZE_NAME,Kamikaze,Камикадзе
DISORDER_KAMIKAZE_DESC,You explode when you are downed. ,Взрываетесь при вырубании.
DISORDER_TRAUMATOPHOBIA_NAME,Traumatophobia,Травматофобия
DISORDER_TRAUMATOPHOBIA_DESC,"Whenever you take damage, move 1 tile away from the source.","При получении урона, двигается на 1 тайл от источника."
DISORDER_STOCKHOLMSYNDROME_NAME,Stockholm Syndrome,Стокгольмский Синдром
DISORDER_STOCKHOLMSYNDROME_DESC,"Whenever you take damage, move toward the source.","При получении урона, двигается К источнику."
DISORDER_VIOLENTOUTBURSTS_NAME,Violent Outbursts,Вспышки Насилия
DISORDER_VIOLENTOUTBURSTS_DESC,"When you end your turn, dash forward 2 tiles, attack with Knockback, and take 1 damage.","В конце хода, рывок на 2 тайла, атака с Отбрасыванием, и получение 1 урона."
DISORDER_GAMBLINGADDICT_NAME,Gambling Addiction,Игромания
DISORDER_GAMBLINGADDICT_DESC,"+33% miss chance.
100% critical hit chance.","+33% шанс промаха.
100% шанс крита."
DISORDER_SCLERODERMA_NAME,Scleroderma,Склеродермия
DISORDER_SCLERODERMA_DESC,"At the start of each battle, you lose all but 1 HP, but gain that much [img:shield].","В начале битвы, теряете все ОЗ кроме 1, но получаете столько же [img:shield]."
DISORDER_PACIFIST_NAME,Pacifist,Пацифист
DISORDER_PACIFIST_DESC,You can't kill units. If you end your turn without using your basic attack gain 7 mana.,"Не можете убивать. Если конец хода без атаки, +7 маны."
DISORDER_GIGACHAD_NAME,GIGACHAD,ГИГАЧАД
DISORDER_GIGACHAD_DESC,,
DISORDER_IMPOSTERSYNDROME_NAME,Impostor Syndrome,Синдром Самозванца
DISORDER_IMPOSTERSYNDROME_DESC,You're quite suspicious…,Ты какой-то подозрительный... (sus)
DISORDER_VEGAN_NAME,Vegan,Веган
DISORDER_VEGAN_DESC,You don't eat meat.,Вы не едите мясо.
DISORDER_ZOOMIES_NAME,The Zoomies,Тыгыдык
DISORDER_ZOOMIES_DESC,Your movement action is a dash attack.,Движение — это рывок с атакой.
DISORDER_SCHRODINGERDISORDER_NAME,Schrödinger's Syndrome,Синдром Шредингера
DISORDER_SCHRODINGERDISORDER_DESC,"50% chance to start each battle dead, or alive with max hp and all stats up.","50% шанс начать битву мертвым, или живым с макс ОЗ и баффами."
DISORDER_SCALYSCABS_NAME,Scaly Scabs,Чешуйчатые Струпья
DISORDER_SCALYSCABS_DESC,,
DISORDER_FATTYLIVER_NAME,Fatty Liver,Ожирение Печени
DISORDER_FATTYLIVER_DESC,"Whenever you lose HP, you permanently lose 1 [img:con].","При потере ОЗ, теряете 1 [img:con] навсегда."
DISORDER_COMMONCOLD_NAME,The Common Cold,Простуда
DISORDER_COMMONCOLD_DESC,Start each battle with All Stats Down. 30% chance of recovering at the end of each round. Contagious.,Старт с Понижением Всех Хар-к. 30% шанс выздороветь в конце раунда. Заразно.
DISORDER_POX_NAME,Pox,Оспа
DISORDER_POX_DESC,10% chance to skip your turn to scratch yourself. Your basic attack has a 50% chance to inflict Poison 1. 5% chance of recovering at the end of each round. Contagious.,"10% шанс пропустить ход, чешась. Базовая атака 50% шанс Яда 1. 5% шанс выздороветь. Заразно."
DISORDER_PSYCHOSIS_NAME,Psychosis,Психоз
DISORDER_PSYCHOSIS_DESC,"After your first turn, you have permanent madness.","После первого хода, перманентное безумие."
DISORDER_NECROSIS_NAME,Necrosis,Некроз
DISORDER_NECROSIS_DESC,"When you take damage, you get -1 [img:con], -1 [img:str], and spawn poisoned food.","При получении урона, -1 [img:con], -1 [img:str], и спавн отравленной еды."
DISORDER_TOUCHED_NAME,Touched,Тронутый
DISORDER_TOUCHED_DESC,You can no longer heal HP.,Больше не можете лечиться.
DISORDER_CHARRED_NAME,Charred,Обугленный
DISORDER_CHARRED_DESC,Bruise 1. You cannot be Burned.,Ушиб 1. Нельзя поджечь.
DISORDER_IMMORTAL_NAME,Immortal,Бессмертный
DISORDER_IMMORTAL_DESC,"All damage you take is reduced to 1.
When you take damage, suffer a random injury.","Весь получаемый урон снижен до 1.
При получении урона, получаете случайную травму."
DISORDER_BADGAS_NAME,Bad Gas,Плохие Газы
DISORDER_BADGAS_DESC,"On the first round, take your turn last. At the start of that turn, do a Mega Fart attack that inflicts Poison 2. ","В первом раунде ходит последним. В начале хода, Мега Пердеж с Ядом 2."
DISORDER_TOXOPLASMOSIS_NAME,Toxoplasmosis,Токсоплазмоз
DISORDER_TOXOPLASMOSIS_DESC,Start each battle with a Rat Familiar. Your basic attack charms Rat enemies.,Старт с Крысой-Фамильяром. Атака очаровывает Крыс.
DISORDER_EBOLA_NAME,Ebola,Эбола
DISORDER_EBOLA_DESC,"Start each battle with Bleed 3. Your basic attack inflicts Bleed 2.
5% chance of recovering at the end of each round. Contagious.","Старт с Кровотечением 3. Атака накладывает Кровотечение 2.
5% шанс выздороветь. Заразно."
DISORDER_FIDGETY_NAME,Fidgety,Непоседа
DISORDER_FIDGETY_DESC,"When you end your turn, automatically use your weapon on a random unit in range, for free.","В конце хода, авто-атака оружием по случайному юниту бесплатно."
DISORDER_NARCOLEPSY_NAME,Narcolepsy,Нарколепсия
DISORDER_NARCOLEPSY_DESC,"At the end of your turn, fall asleep, heal 10 HP and gain 7 mana.","В конце хода, засыпает, лечит 10 ОЗ и +7 маны."
DISORDER_PARANOIA_NAME,Paranoia,Паранойя
